1 1 1
2 2 2.5
2 867 2
2 69 1
2 6 1.5
2 199 1.5
2 9 2
2 98 2
2 205 1
2 81 2.5
2 11124 1.5
2 85 2
2 694 1
2 11095 1.5
2 60 2
2 93 1
2 31 1.5
3 768 5.0
3 2 2
3 3 1
3 7 1.5
3 778 1.5
3 11 3.5
3 13 2
3 14 1.5
3 11919 1.5
3 11920 1.5
3 17 1.5
3 787 2
3 24 1.5
3 27 1.5
3 28 2
3 11938 1.5
3 11944 1.5
3 11312 1.5
3 11826 1.5
3 57 2
3 11959 1.5
3 11960 1.5
3 185 1.5
3 63 1.5
3 722 3.0
3 11091 1.5
3 212 1
3 11095 1.5
3 218 3.0
3 11996 1.5
3 11106 1.5
3 12007 3.0
3 11115 1.5
3 1004 1.5
3 749 1.5
3 643 3.0
3 11131 1.5
4 4 1
5 513 2
5 5 1
5 525 2
5 530 2
5 544 2
5 552 2
5 553 2
5 554 3.5
5 563 1
5 11614 1.5
5 579 2
5 585 2
5 11859 1.5
5 11355 4.5
5 11356 3.0
5 11365 4.5
5 11360 1.5
5 11361 1.5
5 613 2
5 11367 1.5
5 622 2
5 11379 1.5
5 11380 1.5
5 1658 2
5 11396 1.5
5 11404 1.5
5 11408 3.0
5 11545 1.5
5 11435 1.5
5 1311 2
5 11453 1.5
5 11465 1.5
5 11468 1.5
5 11471 1.5
5 16476 4.5
5 11473 1.5
5 462 1.5
5 11480 1.5
5 11642 1.5
5 11491 1.5
5 237 2
5 238 2
5 242 2
5 11514 1.5
5 251 2
5 11562 5
5 254 2
5 299 2
5 260 1
5 261 2
5 265 2
5 268 2
5 270 2
5 4369 2
5 275 2
5 276 2
5 11542 1.5
5 281 1
5 285 2
5 287 2
5 288 2
5 1316 2
5 11557 1.5
5 1321 2
5 298 2
5 1323 2
5 303 2
5 1329 3.0
5 1330 2
5 307 3.5
5 311 2
5 312 2
5 313 2
5 315 2
5 321 2
5 11603 1.5
5 350 2
5 11618 1.5
5 355 2
5 356 2
5 359 2
5 361 2
5 362 2
5 363 2
5 369 2
5 376 2
5 1402 2
5 379 2
5 380 2
5 11645 3.0
5 382 2
5 383 2
5 11640 5
5 388 2
5 11654 1.5
5 393 2
5 395 2
5 11664 1.5
5 401 2
5 402 2
5 11667 1.5
5 408 2
5 12188 1.5
5 11677 1.5
5 436 2
5 438 2
5 441 2
5 443 2
5 446 2
5 451 2
5 453 2
5 454 2
5 1484 2
5 1485 2
5 974 2
5 1487 2
5 471 2
5 490 2
5 492 3.5
5 501 2
5 507 2
5 510 2
6 130 4.0
6 35 1
6 6 4.0
6 39 2
6 11272 3.0
6 41 1.5
6 42 1.5
6 83 1.5
6 273 1.5
6 1005 2
6 142 1.5
6 16 2
6 11096 1.5
6 11123 1.5
6 11092 1.5
6 78 1.5
6 24 5
6 28 3.0
6 62 1.5
6 12053 3.0
7 144 2
7 226 2
7 229 2
7 5 2
7 710 1.5
7 721 1.5
7 9 1
7 11 1.5
7 695 3.0
7 697 1.5
7 16 2
7 209 2
7 11090 1.5
7 20 2
7 181 2
7 11093 4.5
7 215 2
7 11252 1.5
7 720 1.5
7 11326 3.0
7 223 2
8 515 1.5
8 5 2
8 6 3.0
8 7 1
8 11 2
8 11788 1.5
8 653 3.0
8 655 1.5
8 150 2
8 11163 1.5
8 11781 3.0
8 12422 1.5
8 18091 3.0
8 46 1.5
8 1079 1.5
8 11321 3.0
8 188 1.5
8 11200 1.5
8 202 1.5
8 207 1.5
8 11091 1.5
8 11093 3.0
8 90 2
8 732 2
8 96 2.5
8 227 2
8 484 1.5
8 234 1
8 11631 3.0
8 211 1.5
8 11126 1.5
8 11896 1.5
8 11114 1.5
9 2 2
9 3 2
9 4 2
9 517 2
9 1030 2
9 522 1.5
9 11607 1.5
9 9218 2
9 14 2
9 515 2
9 11796 1.5
9 3094 2
9 535 2
9 536 2
9 1540 2
9 541 2
9 20513 3.0
9 1060 2
9 37 2
9 38 2
9 551 2
9 11816 3.0
9 1116 2
9 1067 1.5
9 557 2
9 11823 4.5
9 14851 1.5
9 561 2
9 793 1.5
9 563 2
9 564 2
9 1079 2
9 11444 3.0
9 60 2
9 574 3.5
9 575 2
9 930 1.5
9 67 1.5
9 69 2
9 11337 1.5
9 587 3.5
9 1613 2
9 4176 2
9 82 5.0
9 1109 2
9 1110 2
9 87 1.5
9 4184 1.5
9 601 2
9 604 2
9 11366 3.0
9 614 2
9 4711 1.5
9 617 1.5
9 11372 1.5
9 1645 2
9 1134 2
9 11376 1.5
9 625 2
